Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP01447,Chennai,Dubai,Air,Solar Panels,222,1.17,3686,AIR_CARGO,80.52,Normal,Carrier_B,6,170252
SHP01448,Hyderabad,London,Air,Solar Panels,3107,14.48,4964,AIR_CARGO,82.82,Off_Peak,Carrier_E,6,325672
SHP01449,Pune,Shanghai,Road,Machinery,10685,32.62,10996,LCL,111.04,Off_Peak,Carrier_C,26,135622
SHP01450,Cochin,Colombo,Road,Solar Panels,12284,36.71,5541,40FT,86.53,Peak,Carrier_E,15,217349
SHP01451,Pune,Antwerp,Road,Chemicals,10767,34.08,4456,20FT,80.93,Peak,Carrier_C,13,150641
SHP01452,Chennai,New York,Road,Electronics,1321,8.47,14657,20FT,85.45,Normal,Carrier_D,33,194185
SHP01453,Chennai,Antwerp,Sea,Chemicals,6041,21.03,9069,40FT_HC,101.09,Off_Peak,Carrier_A,22,169448
SHP01454,Chennai,Rotterdam,Sea,Pharmaceuticals,882,5.07,11031,LCL,83.64,Peak,Carrier_E,25,86057
SHP01455,Delhi,Colombo,Road,Textiles,7755,25.93,11791,20FT,111.82,Normal,Carrier_D,27,208837
SHP01456,Bengaluru,Hamburg,Air,Automotive Parts,1646,8.08,12140,AIR_CARGO,114.48,Peak,Carrier_E,13,902300
SHP01457,Visakhapatnam,Jebel Ali,Air,Pharmaceuticals,4997,25.66,8393,AIR_CARGO,97.76,Off_Peak,Carrier_D,10,709834
SHP01458,Pune,Singapore,Road,Textiles,11668,29.19,4471,LCL,107.63,Peak,Carrier_C,13,104125
SHP01459,Delhi,Singapore,Road,Chemicals,7135,18.39,4088,40FT_HC,83.97,Peak,Carrier_E,12,157377
SHP01460,Chennai,New York,Air,Food Products,525,2.34,14646,AIR_CARGO,88.49,Off_Peak,Carrier_A,16,591402
SHP01461,Pune,Busan,Air,Textiles,3621,14.59,3554,AIR_CARGO,78.3,Off_Peak,Carrier_C,5,267380
SHP01462,Bengaluru,Dubai,Air,Machinery,1679,8.94,3118,AIR_CARGO,81.52,Normal,Carrier_C,5,206413
SHP01463,Mumbai,Los Angeles,Sea,General Cargo,1529,9.64,14228,LCL,89.89,Off_Peak,Carrier_E,30,67805
SHP01464,Ahmedabad,Singapore,Sea,General Cargo,17718,32.72,5898,40FT_HC,87.19,Normal,Carrier_E,16,161171
SHP01465,Bengaluru,New York,Air,Electronics,1830,8.18,14125,AIR_CARGO,114.27,Normal,Carrier_B,15,994901
SHP01466,Bengaluru,Jebel Ali,Road,Automotive Parts,5317,14.75,9140,40FT_HC,102.72,Off_Peak,Carrier_E,22,187497
SHP01467,Delhi,Antwerp,Sea,Solar Panels,15395,38.68,7560,40FT,94.12,Off_Peak,Carrier_D,18,171829
SHP01468,Pune,Dubai,Air,Solar Panels,3692,19.83,2091,AIR_CARGO,76.94,Off_Peak,Carrier_B,5,257853
SHP01469,Chennai,Jebel Ali,Sea,Textiles,4597,11.13,3432,40FT_HC,107.36,Peak,Carrier_C,11,87325
SHP01470,Chennai,Busan,Sea,Furniture,5842,22.53,5154,40FT_HC,84.31,Peak,Carrier_A,15,121663
SHP01471,Chennai,Busan,Air,Solar Panels,603,2.45,4698,AIR_CARGO,82.98,Peak,Carrier_C,7,288885
SHP01472,Hyderabad,Los Angeles,Air,Solar Panels,3441,15.65,15762,AIR_CARGO,109.48,Off_Peak,Carrier_D,16,955446
SHP01473,Kolkata,Dubai,Road,Pharmaceuticals,3633,9.88,5180,40FT_HC,84.42,Off_Peak,Carrier_A,14,121526
SHP01474,Delhi,Los Angeles,Sea,Pharmaceuticals,13953,31.66,6151,40FT_HC,88.58,Off_Peak,Carrier_A,17,183415
SHP01475,Delhi,Jebel Ali,Air,Solar Panels,2470,12.78,11382,AIR_CARGO,111.13,Off_Peak,Carrier_E,13,686612
SHP01476,Cochin,Rotterdam,Road,Machinery,12899,34.34,7445,40FT,96.12,Peak,Carrier_C,19,250640
SHP01477,Cochin,Shanghai,Air,Food Products,4219,18.22,6821,AIR_CARGO,93.52,Peak,Carrier_A,8,628680
SHP01478,Ahmedabad,Antwerp,Road,Chemicals,8852,28.86,2991,20FT,75.47,Peak,Carrier_B,9,114588
SHP01479,Hyderabad,Rotterdam,Sea,Food Products,5400,13.24,11301,LCL,93.05,Peak,Carrier_A,25,97986
SHP01480,Ahmedabad,Hamburg,Air,Electronics,2593,12.5,5888,AIR_CARGO,88.46,Normal,Carrier_D,8,434420
SHP01481,Cochin,Shanghai,Road,Machinery,12337,36.61,10128,LCL,106.93,Off_Peak,Carrier_D,24,131612
SHP01482,Chennai,Shanghai,Air,Automotive Parts,212,0.93,5642,AIR_CARGO,107.63,Normal,Carrier_A,7,331823
SHP01483,Bengaluru,Los Angeles,Sea,Machinery,11483,27.53,16554,40FT_HC,112.69,Peak,Carrier_C,34,336205
SHP01484,Ahmedabad,Rotterdam,Road,Chemicals,8036,22.49,9548,40FT,95.97,Peak,Carrier_E,23,294504
SHP01485,Pune,Colombo,Air,General Cargo,3581,15.38,10658,AIR_CARGO,108.11,Peak,Carrier_A,11,875856
SHP01486,Cochin,Dubai,Air,Textiles,4439,23.41,3783,AIR_CARGO,78.19,Peak,Carrier_D,6,435602
SHP01487,Cochin,Rotterdam,Sea,Pharmaceuticals,17670,35.65,9388,20FT,102.78,Off_Peak,Carrier_B,22,171938
SHP01488,Delhi,Singapore,Air,Pharmaceuticals,2123,11.77,4167,AIR_CARGO,107.92,Normal,Carrier_C,6,407439
SHP01489,Chennai,Colombo,Road,Electronics,2051,11.59,977,LCL,94.59,Peak,Carrier_A,6,29097
SHP01490,Bengaluru,Shanghai,Road,Furniture,5631,20.07,4296,40FT_HC,81.59,Normal,Carrier_E,12,107471
SHP01491,Mumbai,Los Angeles,Road,Electronics,2985,11.94,14740,40FT_HC,94.15,Off_Peak,Carrier_E,33,266660
SHP01492,Cochin,Rotterdam,Road,Solar Panels,12770,34.29,5112,40FT_HC,84.9,Peak,Carrier_E,13,220440
SHP01493,Pune,Los Angeles,Sea,Machinery,15357,34.26,4154,20FT,79.5,Normal,Carrier_E,12,93946
SHP01494,Ahmedabad,Los Angeles,Road,Textiles,8780,26.57,9864,LCL,104.43,Peak,Carrier_B,24,158127
SHP01495,Kolkata,Shanghai,Sea,Pharmaceuticals,9372,25.18,4745,40FT_HC,90.46,Off_Peak,Carrier_B,13,131550
SHP01496,Delhi,New York,Road,Pharmaceuticals,6424,20.76,12271,LCL,96.3,Off_Peak,Carrier_A,27,162179
SHP01497,Kolkata,Singapore,Air,Furniture,1164,6.3,2493,AIR_CARGO,105.96,Off_Peak,Carrier_A,4,169896
SHP01498,Kolkata,Singapore,Road,Furniture,4391,11.35,2582,20FT,96.41,Normal,Carrier_A,8,55183
SHP01499,Visakhapatnam,Colombo,Air,Furniture,4696,19.82,6494,AIR_CARGO,89.33,Off_Peak,Carrier_D,8,433805
SHP01500,Mumbai,Antwerp,Sea,Furniture,5532,20.66,4353,20FT,80.55,Peak,Carrier_A,12,74187
SHP01501,Chennai,Colombo,Sea,General Cargo,2689,14.41,1017,20FT,77.43,Peak,Carrier_E,7,29839
SHP01502,Visakhapatnam,Busan,Sea,Chemicals,18878,45.95,3250,20FT,76.05,Peak,Carrier_C,11,162534
SHP01503,Pune,Los Angeles,Road,Electronics,10960,31.5,11230,40FT,113.09,Peak,Carrier_B,25,406551
SHP01504,Visakhapatnam,New York,Sea,Solar Panels,25726,53.86,9856,40FT_HC,105.7,Off_Peak,Carrier_B,23,277941
SHP01505,Ahmedabad,Hamburg,Sea,Pharmaceuticals,12692,27.83,8649,20FT,99.45,Normal,Carrier_A,21,164867
SHP01506,Hyderabad,Shanghai,Road,Automotive Parts,9652,29.88,5246,40FT_HC,105.54,Off_Peak,Carrier_D,13,165816
SHP01507,Pune,Jebel Ali,Sea,Machinery,15902,31.83,7698,20FT,94.61,Normal,Carrier_B,20,124627
SHP01508,Pune,Dubai,Sea,Furniture,20873,39.81,1953,40FT,77.39,Peak,Carrier_D,9,169699
SHP01509,Ahmedabad,London,Sea,Machinery,4592,13.73,5978,LCL,88.59,Off_Peak,Carrier_C,16,42735
SHP01510,Chennai,Busan,Road,Machinery,1269,10.86,6368,20FT,89.2,Peak,Carrier_D,16,101025
SHP01511,Hyderabad,Busan,Road,Automotive Parts,9794,32.3,3117,40FT_HC,76.24,Peak,Carrier_C,9,155832
SHP01512,Hyderabad,London,Road,Pharmaceuticals,9324,27.23,4186,40FT_HC,80.09,Peak,Carrier_C,12,203058
SHP01513,Visakhapatnam,Jebel Ali,Road,Pharmaceuticals,13413,35.11,8939,LCL,101.96,Off_Peak,Carrier_C,21,149935
SHP01514,Pune,Los Angeles,Air,Pharmaceuticals,3694,17.16,3886,AIR_CARGO,78.39,Normal,Carrier_D,6,419956
SHP01515,Ahmedabad,Antwerp,Sea,Automotive Parts,11692,32.02,10307,20FT,107.02,Off_Peak,Carrier_C,24,135140
SHP01516,Pune,Jebel Ali,Road,Food Products,11109,29.43,4113,LCL,79.57,Peak,Carrier_E,11,84172
SHP01517,Visakhapatnam,Jebel Ali,Sea,Automotive Parts,19859,38.46,8232,20FT,97.86,Normal,Carrier_A,19,165334
SHP01518,Delhi,Jebel Ali,Sea,Solar Panels,15409,30.25,8173,40FT_HC,97.15,Normal,Carrier_B,19,205258
SHP01519,Chennai,Colombo,Road,Pharmaceuticals,1107,9.21,937,40FT_HC,94,Peak,Carrier_C,5,48066
SHP01520,Pune,London,Air,Electronics,3589,16.71,9352,AIR_CARGO,113.99,Normal,Carrier_A,11,819326
SHP01521,Chennai,Shanghai,Road,Textiles,843,7.93,5719,20FT,104.24,Off_Peak,Carrier_E,15,69742
SHP01522,Mumbai,Singapore,Air,Pharmaceuticals,957,5.19,4317,AIR_CARGO,107.08,Off_Peak,Carrier_B,6,302416
SHP01523,Chennai,London,Road,Pharmaceuticals,925,6.25,10021,LCL,97.33,Peak,Carrier_A,23,155977
SHP01524,Delhi,Los Angeles,Road,Pharmaceuticals,7061,21.96,4237,20FT,79.64,Peak,Carrier_A,11,130893
SHP01525,Cochin,Dubai,Road,Food Products,13163,34.08,7158,20FT,94.1,Normal,Carrier_C,18,148128
SHP01526,Ahmedabad,Colombo,Air,Furniture,2853,12.15,2052,AIR_CARGO,112.93,Normal,Carrier_A,4,252492
SHP01527,Hyderabad,New York,Air,Chemicals,3527,15.65,10022,AIR_CARGO,108.13,Peak,Carrier_C,11,990526
SHP01528,Bengaluru,Colombo,Air,Food Products,1638,7.04,6622,AIR_CARGO,92.33,Normal,Carrier_D,8,360845
SHP01529,Chennai,Rotterdam,Air,Textiles,217,1.08,10919,AIR_CARGO,97.42,Off_Peak,Carrier_C,12,445030
SHP01530,Mumbai,Rotterdam,Sea,Automotive Parts,8485,18.91,10181,40FT,90.39,Normal,Carrier_A,24,165088
SHP01531,Bengaluru,Los Angeles,Sea,Machinery,13355,31.27,15877,40FT_HC,76.62,Peak,Carrier_C,34,271455
SHP01532,Ahmedabad,Dubai,Sea,Machinery,17168,33.12,1723,40FT_HC,87.77,Off_Peak,Carrier_D,7,111655
SHP01533,Ahmedabad,Singapore,Air,Solar Panels,2791,15.31,3093,AIR_CARGO,75.3,Peak,Carrier_B,5,336850
SHP01534,Mumbai,Los Angeles,Air,Textiles,1107,5.13,14681,AIR_CARGO,103.15,Normal,Carrier_B,15,764642
SHP01535,Visakhapatnam,Rotterdam,Air,Furniture,4921,24.53,10972,AIR_CARGO,111.46,Normal,Carrier_B,12,822122
SHP01536,Kolkata,Hamburg,Air,Pharmaceuticals,1576,7.72,5418,AIR_CARGO,86.42,Off_Peak,Carrier_D,7,330703
SHP01537,Visakhapatnam,Jebel Ali,Air,Chemicals,4848,24.71,8327,AIR_CARGO,99.46,Peak,Carrier_D,9,924506
SHP01538,Cochin,Los Angeles,Sea,Furniture,17119,37.68,10222,20FT,104.94,Normal,Carrier_D,24,158659
SHP01539,Hyderabad,Busan,Road,Chemicals,10182,33.08,11218,20FT,110.37,Normal,Carrier_A,25,269337
SHP01540,Visakhapatnam,Rotterdam,Air,Furniture,4904,24.31,8772,AIR_CARGO,99.87,Peak,Carrier_E,10,752005
SHP01541,Visakhapatnam,New York,Sea,Electronics,7618,20.86,6350,LCL,91.08,Off_Peak,Carrier_E,16,60058
SHP01542,Hyderabad,Hamburg,Sea,General Cargo,19721,40.38,4933,40FT_HC,84.55,Off_Peak,Carrier_C,14,151488
SHP01543,Bengaluru,London,Sea,Solar Panels,13181,29.24,10150,40FT_HC,110.41,Peak,Carrier_A,24,293358
SHP01544,Visakhapatnam,Shanghai,Sea,Textiles,27114,57.38,8342,40FT_HC,97.08,Peak,Carrier_D,21,329364
SHP01545,Bengaluru,Shanghai,Sea,General Cargo,12935,32.16,3890,40FT,79.52,Off_Peak,Carrier_A,12,106699
SHP01546,Kolkata,Dubai,Road,Automotive Parts,3664,9.95,8337,20FT,100.01,Peak,Carrier_C,21,157612
SHP01547,Kolkata,Singapore,Sea,Automotive Parts,9501,17.74,2611,40FT,94.4,Peak,Carrier_C,11,104237
SHP01548,Pune,Jebel Ali,Sea,Pharmaceuticals,21744,41.85,8162,40FT,97.68,Normal,Carrier_C,20,269541
SHP01549,Visakhapatnam,Shanghai,Road,Machinery,14351,41.63,11573,40FT,113.35,Normal,Carrier_C,26,324941
SHP01550,Ahmedabad,London,Sea,Furniture,17841,38.01,7040,40FT,92.07,Normal,Carrier_A,18,187606
SHP01551,Cochin,Antwerp,Sea,Food Products,24213,54.16,8003,40FT_HC,97.29,Normal,Carrier_A,20,256568
SHP01552,Hyderabad,Busan,Sea,Furniture,19937,47.47,3934,40FT,78.34,Normal,Carrier_E,13,156066
SHP01553,Visakhapatnam,Shanghai,Road,Pharmaceuticals,14750,42.27,5311,40FT_HC,85.76,Normal,Carrier_E,14,235130
SHP01554,Visakhapatnam,Antwerp,Road,General Cargo,13747,41.18,6259,40FT_HC,89.47,Off_Peak,Carrier_E,16,174248
SHP01555,Pune,Antwerp,Sea,Textiles,22761,52.03,4373,40FT_HC,80.5,Normal,Carrier_C,13,195635
SHP01556,Bengaluru,Singapore,Sea,Automotive Parts,3134,5.95,3753,LCL,94.09,Off_Peak,Carrier_C,12,29223
SHP01557,Mumbai,Hamburg,Sea,Pharmaceuticals,5419,14.21,10021,20FT,99.21,Off_Peak,Carrier_A,23,121426
SHP01558,Ahmedabad,Rotterdam,Air,Pharmaceuticals,2814,13.88,9270,AIR_CARGO,94.66,Off_Peak,Carrier_D,11,622050
SHP01559,Mumbai,Shanghai,Air,General Cargo,753,3.3,6402,AIR_CARGO,105.69,Peak,Carrier_C,8,433603
SHP01560,Ahmedabad,Los Angeles,Sea,Electronics,4667,15.15,9334,LCL,104.49,Normal,Carrier_D,23,87354
SHP01561,Cochin,Dubai,Sea,Furniture,25078,46.96,12184,40FT,114.92,Peak,Carrier_B,27,345193
SHP01562,Bengaluru,Shanghai,Air,Furniture,2040,8.92,5268,AIR_CARGO,86.28,Off_Peak,Carrier_A,7,290521
SHP01563,Hyderabad,Busan,Air,Furniture,3387,13.8,6491,AIR_CARGO,90.38,Peak,Carrier_B,8,529722
SHP01564,Cochin,New York,Air,Food Products,4454,19.97,7000,AIR_CARGO,94.28,Peak,Carrier_E,8,610148
SHP01565,Mumbai,Jebel Ali,Road,Machinery,2712,8.52,1883,20FT,92.03,Off_Peak,Carrier_A,7,32823
SHP01566,Delhi,London,Air,Chemicals,2329,10.93,6643,AIR_CARGO,101.69,Peak,Carrier_B,8,636277
SHP01567,Bengaluru,Shanghai,Sea,Electronics,13334,32.37,6955,40FT,92.56,Off_Peak,Carrier_E,18,151239
SHP01568,Pune,Jebel Ali,Air,Electronics,3734,19.2,3497,AIR_CARGO,77.93,Normal,Carrier_A,6,370309
SHP01569,Chennai,Busan,Air,Automotive Parts,309,1.26,11503,AIR_CARGO,112.74,Off_Peak,Carrier_E,12,578632
SHP01570,Bengaluru,Antwerp,Air,Machinery,1796,7.43,6442,AIR_CARGO,91.6,Off_Peak,Carrier_E,8,308314
SHP01571,Pune,London,Air,Electronics,3960,18.48,9364,AIR_CARGO,111.24,Peak,Carrier_D,10,956550
SHP01572,Hyderabad,New York,Sea,Pharmaceuticals,20012,43.43,3053,40FT,75.77,Normal,Carrier_C,10,189389
SHP01573,Mumbai,Jebel Ali,Road,Food Products,3038,9.36,1855,40FT,76.64,Off_Peak,Carrier_E,7,39256
SHP01574,Pune,Antwerp,Air,Solar Panels,3917,16.43,5323,AIR_CARGO,86.56,Off_Peak,Carrier_E,7,376884
SHP01575,Chennai,Shanghai,Air,Textiles,342,1.49,5421,AIR_CARGO,89.29,Off_Peak,Carrier_D,8,215463
SHP01576,Bengaluru,Busan,Sea,Automotive Parts,8203,26.08,6791,20FT,92.05,Peak,Carrier_E,17,115086
SHP01577,Delhi,Rotterdam,Road,General Cargo,7664,21.37,7537,40FT_HC,107.51,Peak,Carrier_C,18,239526
SHP01578,Visakhapatnam,Singapore,Sea,Furniture,26226,48.22,10555,40FT_HC,108.22,Peak,Carrier_E,25,334419
SHP01579,Ahmedabad,London,Air,Electronics,2920,13.6,5949,AIR_CARGO,88.22,Peak,Carrier_A,7,559244
SHP01580,Pune,Colombo,Road,General Cargo,11544,35.49,6142,40FT,87.72,Normal,Carrier_D,16,172044
SHP01581,Ahmedabad,Jebel Ali,Road,Textiles,8305,22.28,7976,LCL,98.15,Peak,Carrier_C,20,126257
SHP01582,Cochin,Los Angeles,Road,Textiles,13053,36.93,5305,40FT_HC,84.36,Normal,Carrier_C,14,175844
SHP01583,Ahmedabad,Rotterdam,Road,Electronics,8258,23.17,9820,20FT,112.7,Normal,Carrier_E,23,203138
SHP01584,Cochin,Antwerp,Road,Furniture,13248,39.91,8044,20FT,96.93,Normal,Carrier_E,20,163071
SHP01585,Kolkata,New York,Air,Chemicals,1255,5.65,14559,AIR_CARGO,78.38,Normal,Carrier_B,15,739595
SHP01586,Ahmedabad,Dubai,Sea,Solar Panels,18219,34.16,1740,40FT_HC,76.26,Off_Peak,Carrier_E,8,122587
SHP01587,Cochin,Singapore,Air,Pharmaceuticals,4056,21.97,8067,AIR_CARGO,96.2,Off_Peak,Carrier_E,9,629045
SHP01588,Cochin,Rotterdam,Air,Solar Panels,4274,21.45,7300,AIR_CARGO,95.28,Normal,Carrier_D,8,608498
SHP01589,Delhi,London,Road,Furniture,6852,20.98,6527,40FT_HC,111.07,Normal,Carrier_E,17,179019
SHP01590,Pune,Los Angeles,Road,Textiles,10727,30.95,10760,40FT_HC,109.79,Peak,Carrier_E,25,343388
SHP01591,Delhi,Antwerp,Sea,Solar Panels,9806,28.79,11159,20FT,109.49,Off_Peak,Carrier_C,26,144289
SHP01592,Visakhapatnam,New York,Road,Solar Panels,14762,42.1,11509,LCL,114.64,Off_Peak,Carrier_B,26,177727
SHP01593,Bengaluru,Busan,Road,Solar Panels,5530,21.42,8249,40FT,96.94,Off_Peak,Carrier_A,19,184505
SHP01594,Kolkata,Shanghai,Air,Electronics,1588,6.83,4476,AIR_CARGO,104.61,Peak,Carrier_A,6,426555
SHP01595,Mumbai,Los Angeles,Road,Furniture,2822,11.34,14226,20FT,88.46,Peak,Carrier_C,31,212447
SHP01596,Mumbai,Busan,Air,Chemicals,1095,4.46,4185,AIR_CARGO,80.5,Off_Peak,Carrier_A,6,234627
SHP01597,Kolkata,Colombo,Air,Food Products,1338,5.65,1959,AIR_CARGO,80.6,Peak,Carrier_D,5,163644
SHP01598,Cochin,Busan,Air,General Cargo,4062,16.58,4187,AIR_CARGO,80.7,Normal,Carrier_D,6,354443
SHP01599,Pune,Singapore,Air,Furniture,3967,21.83,4582,AIR_CARGO,79,Normal,Carrier_C,6,368419
SHP01600,Kolkata,Dubai,Road,General Cargo,4977,13.62,10698,40FT_HC,107.3,Normal,Carrier_C,24,247697
SHP01601,Ahmedabad,Dubai,Air,Furniture,3005,15.72,1755,AIR_CARGO,90.57,Off_Peak,Carrier_A,4,203738
SHP01602,Mumbai,Singapore,Air,General Cargo,781,4.28,4337,AIR_CARGO,98.52,Peak,Carrier_E,6,278262
SHP01603,Visakhapatnam,Jebel Ali,Air,Textiles,4748,24.16,10751,AIR_CARGO,108.9,Off_Peak,Carrier_A,12,711791
SHP01604,Delhi,Rotterdam,Road,Electronics,7703,21.82,7016,40FT,97.96,Off_Peak,Carrier_B,18,172463
SHP01605,Cochin,Rotterdam,Air,Chemicals,4104,20.19,4680,AIR_CARGO,82.6,Normal,Carrier_A,6,489297
SHP01606,Kolkata,Hamburg,Road,Textiles,4549,14.59,6755,40FT,91.66,Peak,Carrier_E,17,158209
SHP01607,Ahmedabad,Antwerp,Road,Pharmaceuticals,8879,29.18,7187,LCL,94.13,Normal,Carrier_C,17,126218
SHP01608,Visakhapatnam,Colombo,Sea,Automotive Parts,27554,59.49,10056,40FT_HC,108.49,Off_Peak,Carrier_D,23,286978
SHP01609,Visakhapatnam,Dubai,Road,Machinery,13959,35.7,6064,40FT,87.97,Normal,Carrier_C,16,183856
SHP01610,Hyderabad,New York,Sea,Textiles,19024,41.76,11112,40FT,113.33,Peak,Carrier_B,25,292725
SHP01611,Chennai,Dubai,Road,Food Products,2020,6.05,3546,40FT,107.93,Off_Peak,Carrier_A,11,72335
SHP01612,Pune,New York,Air,Machinery,3606,15.98,13807,AIR_CARGO,86.77,Normal,Carrier_C,14,727663
SHP01613,Cochin,Colombo,Sea,Solar Panels,17961,42.51,7282,20FT,92.79,Normal,Carrier_A,18,161425
SHP01614,Bengaluru,Busan,Air,Machinery,1764,7.22,4503,AIR_CARGO,82.58,Peak,Carrier_A,6,321857
SHP01615,Ahmedabad,Singapore,Road,Electronics,8073,20.19,3244,20FT,75.5,Off_Peak,Carrier_D,10,70180
SHP01616,Pune,Los Angeles,Sea,Machinery,6387,18.24,9406,LCL,104.47,Off_Peak,Carrier_C,23,69799
SHP01617,Bengaluru,Antwerp,Sea,Machinery,12763,33.7,7514,40FT_HC,94.75,Peak,Carrier_D,19,203423
SHP01618,Chennai,Colombo,Air,Textiles,230,0.98,990,AIR_CARGO,105.81,Normal,Carrier_A,4,62662
SHP01619,Chennai,London,Air,Machinery,323,1.5,10195,AIR_CARGO,100.13,Peak,Carrier_A,11,610601
SHP01620,Hyderabad,Jebel Ali,Air,Electronics,3398,17.52,2791,AIR_CARGO,87.95,Off_Peak,Carrier_A,5,301929
SHP01621,Mumbai,Shanghai,Sea,General Cargo,5240,18.5,6609,20FT,96.84,Normal,Carrier_D,16,77553
SHP01622,Bengaluru,Colombo,Road,Pharmaceuticals,5408,19.79,10746,40FT_HC,111.14,Off_Peak,Carrier_E,25,287272
SHP01623,Pune,Jebel Ali,Sea,Automotive Parts,22486,43.05,7349,40FT,95.42,Normal,Carrier_C,19,220342
SHP01624,Chennai,Rotterdam,Air,Chemicals,409,2.06,11449,AIR_CARGO,113.03,Off_Peak,Carrier_B,13,672841
SHP01625,Kolkata,New York,Sea,Textiles,10245,26.17,14306,40FT_HC,111.3,Off_Peak,Carrier_B,30,221615
SHP01626,Mumbai,Busan,Air,Food Products,1085,4.36,10222,AIR_CARGO,109.25,Normal,Carrier_A,12,605541
SHP01627,Bengaluru,Shanghai,Air,Automotive Parts,1646,7.12,8943,AIR_CARGO,101.75,Peak,Carrier_C,10,650637
SHP01628,Kolkata,Los Angeles,Air,Electronics,1599,7.31,9427,AIR_CARGO,104.66,Off_Peak,Carrier_E,10,527941
SHP01629,Mumbai,London,Road,General Cargo,3596,12.62,9789,LCL,97.96,Off_Peak,Carrier_E,23,90005
SHP01630,Mumbai,Busan,Road,Furniture,2918,15.1,10109,40FT,108.74,Normal,Carrier_B,23,217035
SHP01631,Cochin,Jebel Ali,Air,Machinery,4395,22.68,6145,AIR_CARGO,90.09,Off_Peak,Carrier_A,8,441523
SHP01632,Cochin,Los Angeles,Air,Furniture,4440,20.22,9456,AIR_CARGO,102.48,Off_Peak,Carrier_C,10,600221
SHP01633,Ahmedabad,Busan,Air,Machinery,2868,11.51,8058,AIR_CARGO,96.2,Peak,Carrier_A,9,622784
SHP01634,Hyderabad,Hamburg,Air,General Cargo,3230,15.49,5107,AIR_CARGO,84.91,Peak,Carrier_A,7,450061
SHP01635,Chennai,Busan,Road,General Cargo,1707,11.63,6745,40FT_HC,91.07,Off_Peak,Carrier_B,16,114053
SHP01636,Visakhapatnam,Busan,Air,Machinery,4585,18.46,2934,AIR_CARGO,75.32,Off_Peak,Carrier_C,5,275115
SHP01637,Cochin,Colombo,Air,Textiles,4045,17.16,6597,AIR_CARGO,89.71,Normal,Carrier_E,8,450101
SHP01638,Bengaluru,London,Sea,Electronics,3182,11.26,10670,LCL,83.54,Normal,Carrier_D,24,73616
SHP01639,Visakhapatnam,Shanghai,Air,Machinery,4683,20.15,10582,AIR_CARGO,108.36,Off_Peak,Carrier_A,11,709408
SHP01640,Hyderabad,New York,Sea,Pharmaceuticals,13451,32.19,10718,20FT,107.68,Peak,Carrier_B,24,238109
SHP01641,Delhi,New York,Air,General Cargo,2432,10.74,11825,AIR_CARGO,82.86,Peak,Carrier_B,13,695797
SHP01642,Pune,New York,Sea,Electronics,22750,48.99,13444,40FT_HC,99.59,Normal,Carrier_E,29,326238
SHP01643,Hyderabad,Jebel Ali,Air,Furniture,3413,17.52,2869,AIR_CARGO,104.52,Peak,Carrier_D,5,371296
SHP01644,Visakhapatnam,Jebel Ali,Air,Chemicals,4885,25.1,3478,AIR_CARGO,77.55,Normal,Carrier_A,6,466345
SHP01645,Delhi,Jebel Ali,Road,General Cargo,7672,20.76,7285,LCL,94.05,Normal,Carrier_B,17,94771
SHP01646,Hyderabad,Busan,Road,Machinery,10155,33.36,5461,40FT,86.25,Normal,Carrier_C,15,156132
SHP01647,Bengaluru,Jebel Ali,Sea,Automotive Parts,11331,23.1,10620,40FT_HC,110.74,Off_Peak,Carrier_C,24,193198
SHP01648,Cochin,Shanghai,Air,Textiles,4285,18.77,11712,AIR_CARGO,111.79,Peak,Carrier_C,13,983567
SHP01649,Chennai,Colombo,Sea,Solar Panels,6187,20.68,946,40FT,82.72,Peak,Carrier_A,7,77285
SHP01650,Kolkata,Jebel Ali,Air,Textiles,1162,5.99,3092,AIR_CARGO,75.18,Normal,Carrier_D,5,169640
SHP01651,Cochin,New York,Sea,Chemicals,6917,20.45,4637,LCL,81.83,Off_Peak,Carrier_C,14,52914
SHP01652,Ahmedabad,Shanghai,Air,Machinery,2839,12.27,7839,AIR_CARGO,96.33,Off_Peak,Carrier_D,9,438257
SHP01653,Mumbai,London,Air,Automotive Parts,1002,4.72,9144,AIR_CARGO,112.77,Normal,Carrier_D,10,585537
SHP01654,Ahmedabad,Antwerp,Air,Pharmaceuticals,2999,12.5,8775,AIR_CARGO,101.33,Off_Peak,Carrier_E,10,616469
SHP01655,Ahmedabad,Los Angeles,Road,Electronics,9026,27.02,8107,40FT_HC,98.05,Normal,Carrier_A,19,255030
SHP01656,Ahmedabad,Hamburg,Road,Pharmaceuticals,8425,23.77,8512,LCL,99.4,Off_Peak,Carrier_E,21,119161
SHP01657,Cochin,New York,Road,Solar Panels,13142,37.82,4285,40FT_HC,81.2,Normal,Carrier_D,12,182158
SHP01658,Delhi,Singapore,Road,Textiles,7741,19.8,4345,20FT,81.46,Normal,Carrier_E,13,78694
SHP01659,Bengaluru,Busan,Road,Food Products,5825,22.46,4089,40FT_HC,80.18,Off_Peak,Carrier_B,11,96029
SHP01660,Bengaluru,Shanghai,Air,Textiles,2073,9.02,5562,AIR_CARGO,85.94,Peak,Carrier_E,8,379061
